"Código Pagamento";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"110062000012024OB000016";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"31461,48"
"110062000012024OB000016";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"38264,54"
"110062000012024OB000016";"110062000012023NE000020";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"302,61"
"110062000012024OB000016";"110062000012023NE000021";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"223,67"
"110062000012024OB000017";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"191248,63"
"110062000012024OB000017";"110062000012023NE000019";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"4173,83"
"110062000012024OB000017";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"13462,20"
"110062000012024OB000017";"110062000012023NE000020";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"2518,05"
"110062000012024OB000017";"110062000012023NE000021";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"65,23"
"110062000012024OB000018";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"15939,05"
"110062000012024OB000018";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1304,01"
"110062000012024OB000018";"110062000012023NE000020";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"547,30"
"110062000012024OB000019";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"20731,63"
"110062000012024OB000020";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"9412,36"
"110062000012024OB000021";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"15163,99"
"110062000012024OB000022";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"525,00"
"110062000012024OB000022";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"4852,49"
"110062000012024OB000023";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"2710,34"
"110062000012024OB000024";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"2948,14"
"110062000012024OB000024";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"47304,26"
"110062000012024OB000025";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"8564,81"
"110062000012024OB000026";"110062000012023NE000019";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5927,02"
"110062000012024OB000026";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"40917,72"
"110062000012024OB000026";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"7255,62"
"110062000012024OB000027";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"54260,11"
"110062000012024OB000027";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1736,64"
"110062000012024OB000028";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"34224,56"
"110062000012024OB000028";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1736,64"
"110062000012024OB000029";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"14042,49"
"110062000012024OB000030";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1736,64"
"110062000012024OB000030";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"43767,27"
"110062000012024OB000031";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5579,00"
"110062000012024OB000032";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"14499,81"
"110062000012024OB000033";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5587,96"
"110062000012024OB000034";"110062000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"184,08"
"110062000012024OB000035";"110062000012023NE000008";"33900801";"AUXILIO-FUNERAL ATIVO CIVIL";"0,00";"0,00";"0,00";"5150,00"
"110062000012024OB000036";"110062000012023NE000001";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"12181,72"
"110062000012024OB000036";"110062000012023NE000001";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"18272,58"
"110062000012024OB000037";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"9443395,11"
"110062000012024OB000038";"110062000012023NE000019";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"985334,14"
"110062000012024OB000038";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1209042,56"
"110062000012024OB000039";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"735931,02"
"110062000012024OB000040";"110062000012023NE000019";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"57466,87"
"110062000012024OB000040";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"462068,18"
"110062000012024OB000040";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"101650,80"
"110062000012024OB000040";"110062000012023NE000020";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1337,62"
"110062000012024OB000040";"110062000012023NE000021";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1429,28"
"110062000012024OB000041";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"285822,45"
"110062000012024OB000041";"110062000012023NE000019";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"18269,55"
"110062000012024OB000041";"110062000012023NE000022";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"15174,64"
"110062000012024OB000042";"110062000012023NE000004";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"461379,85"
"110096000012024OB000001";"110096000012023NE000247";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"24,01"
"110096000012024OB000002";"110096000012023NE000247";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"24,27"
"110096000012024OB000003";"110096000012023NE000247";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"6,64"
"110096000012024OB000004";"110096000012023NE000184";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"165,73"
"110096000012024OB000004";"110096000012023NE000183";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"1726,89"
"110096000012024OB000005";"110096000012023NE000247";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"18,18"
"110096000012024OB000006";"110096000012023NE000247";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"14,03"
"110096000012024OB000007";"110096000012023NE000184";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"10,33"
"110096000012024OB000007";"110096000012023NE000183";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"142,34"
"110096000012024OB000008";"110096000012023NE000190";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"300,00"
"110096000012024OB000008";"110096000012023NE000189";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"2680,61"
"110096000012024OB000009";"110096000012023NE000166";"33903902";"CONDOMINIOS";"0,00";"0,00";"0,00";"2700,00"
"110101000012024OB000001";"110101000012023NE000008";"33909307";"INDENIZACAO DE MORADIA - PESSOAL CIVIL";"0,00";"0,00";"0,00";"16262,36"
"110101000012024OB000001";"110101000012023NE000003";"31901208";"GRATIFICACAO DE REPRESENTACAO";"0,00";"0,00";"0,00";"8478,13"
"110101000012024OB000001";"110101000012023NE000002";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"41293,23"
"110101000012024OB000001";"110101000012023NE000002";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"26385,99"
"110101000012024OB000001";"110101000012023NE000004";"31901632";"SUBSTITUICOES";"0,00";"0,00";"0,00";"5490,44"
"110101000012024OB000001";"110101000012023NE000002";"31901142";"FERIAS VENCIDAS E PROPORCIONAIS";"0,00";"0,00";"0,00";"5010,84"
"110101000012024OB000001";"110101000012023NE000006";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"10348,54"
"110101000012024OB000001";"110101000012023NE000009";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"676,49"
"110101000012024OB000001";"110101000012023NE000007";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"657,67"
"110101000012024OB000001";"110101000012023NE000002";"31901174";"SUBSIDIOS";"0,00";"0,00";"0,00";"41650,92"
"110101000012024OB000001";"110101000012023NE000003";"31901243";"ADICIONAL NATALINO";"0,00";"0,00";"0,00";"4161,25"
"110101000012024OB000001";"110101000012023NE000002";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"222577,15"
"110101000012024OB000001";"110101000012023NE000003";"31901245";"FERIAS - ABONO CONSTITUCIONAL";"0,00";"0,00";"0,00";"3292,87"
"110101000012024OB000001";"110101000012023NE000208";"33903607";"ESTAGIARIOS";"0,00";"0,00";"0,00";"5290,74"
"110101000012024OB000001";"110101000012023NE000003";"31901231";"GRATIFICACAO DE EXERCICIOS DE CARGOS.";"0,00";"0,00";"0,00";"22157,08"
"110101000012024OB000001";"110101000012023NE000209";"33904903";"AUXILIO-TRANSPORTE ESTAGIARIOS";"0,00";"0,00";"0,00";"1920,00"
"110101000012024OB000002";"110101000012023NE000002";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"3559,12"
"110101000012024OB000003";"110101000012023NE000009";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"876,48"
"110101000012024OB000004";"110101000012023NE000002";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"77,00"
"110101000012024OB000005";"110101000012023NE000002";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"5377,84"
"110120000012024OB000002";"110120000012023NE000127";"33903979";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"138,98"
"110120000012024OB000003";"110120000012023NE000055";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"319,86"
"110120000012024OB000003";"110120000012023NE000056";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"2667,88"
"110120000012024OB000004";"110120000012023NE000183";"33904722";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"0,00";"0,00";"0,00";"115,00"
"110120000012024OB000004";"110120000012023NE000182";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"1353,42"
"110120000012024OB000005";"110120000012023NE000151";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"1006,16"
"110120000012024OB000006";"110120000012023NE000496";"33909301";"INDENIZACOES";"0,00";"0,00";"0,00";"402,00"
"110120000012024OB000007";"110120000012023NE000237";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"247002,47"
"110161000012024OB000001";"110161000012023NE000001";"33903966";"SERVICOS JUDICIARIOS";"0,00";"0,00";"0,00";"305,72"
"110245000012024OB000002";"110245000012023NE000041";"33904007";"MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES";"0,00";"0,00";"0,00";"2471,92"
"110245000012024OB000003";"110245000012023NE000072";"33904011";"SUPORTE DE INFRAESTRUTURA DE TIC";"0,00";"0,00";"0,00";"287411,08"
"110245000012024OB000004";"110245000012023NE000092";"33903041";"MATERIAL P/ UTILIZACAO EM GRAFICA";"0,00";"0,00";"0,00";"49569,97"
"110245000012024OB000005";"110245000012023NE000081";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"17877,28"
"110245000012024OB000005";"110245000012023NE000031";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"203999,88"
"110245000012024OB000006";"110245000012023NE000031";"33903703";"VIGILANCIA OSTENSIVA";"0,00";"0,00";"0,00";"54696,34"
"110245000012024OB000007";"110245000012023NE000124";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"15687,29"
"110245000012024OB000008";"110245000012023NE000130";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"24182,14"
"110245000012024OB000008";"110245000012023NE000128";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"18161,46"
"110245000012024OB000008";"110245000012023NE000126";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"19990,43"
"110245000012024OB000009";"110245000012023NE000008";"33903705";"SERVICOS DE COPA E COZINHA";"0,00";"0,00";"0,00";"8683,10"
"110245000012024OB000010";"110245000012023NE000052";"33904006";"LOCACAO DE SOFTWARES";"0,00";"0,00";"0,00";"102890,72"
"110245000012024OB000011";"110245000012023NE000041";"33904007";"MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES";"0,00";"0,00";"0,00";"2471,87"
"110245000012024OB000012";"110245000012023NE000015";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"116925,75"
"110245000012024OB000012";"110245000012023NE000097";"33903943";"SERVICOS DE ENERGIA ELETRICA";"0,00";"0,00";"0,00";"5824,93"
"110245000012024OB000013";"110245000012023NE000035";"33903702";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"20201,70"
"110245000012024OB000014";"110245000012023NE000060";"33903704";"MANUTENCAO E CONSERVACAO DE BENS IMOVEIS";"0,00";"0,00";"0,00";"16969,13"
"110245000012024OB000015";"110245000012022NE000091";"44903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"347025,27"
"110245000012024OB000016";"110245000012022NE000170";"33903916";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"0,00";"0,00";"0,00";"8912,34"
"110247000012024OB000001";"110247000012023NE000003";"31901208";"GRATIFICACAO DE REPRESENTACAO";"0,00";"0,00";"0,00";"846,16"
"110247000012024OB000001";"110247000012023NE000005";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"7054,22"
"110247000012024OB000001";"110247000012023NE000002";"31901632";"SUBSTITUICOES";"0,00";"0,00";"0,00";"13781,90"
"110247000012024OB000001";"110247000012023NE000006";"33900809";"AUXILIO-CRECHE CIVIL";"0,00";"0,00";"0,00";"1781,55"
"110247000012024OB000001";"110247000012023NE000001";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"162043,02"
"110247000012024OB000001";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"135481,52"
"110247000012024OB000001";"110247000012023NE000001";"31901137";"GRATIFICACAO DE TEMPO DE SERVICO";"0,00";"0,00";"0,00";"17644,89"
"110247000012024OB000001";"110247000012023NE000001";"31901133";"GRAT POR EXERCICIO DE FUNCOES COMISSIONADAS";"0,00";"0,00";"0,00";"2747,21"
"110247000012024OB000001";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"43052,64"
"110247000012024OB000001";"110247000012023NE000003";"31901231";"GRATIFICACAO DE EXERCICIOS DE CARGOS.";"0,00";"0,00";"0,00";"1404,64"
"110247000012024OB000001";"110247000012023NE000004";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"46718,00"
"110247000012024OB000001";"110247000012023NE000001";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"15176,78"
"110247000012024OB000001";"110247000012023NE000001";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"182286,12"
"110247000012024OB000001";"110247000012023NE000003";"31901243";"ADICIONAL NATALINO";"0,00";"0,00";"0,00";"562,70"
"110247000012024OB000001";"110247000012023NE000001";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"119438,69"
"110247000012024OB000001";"110247000012023NE000003";"31901245";"FERIAS - ABONO CONSTITUCIONAL";"0,00";"0,00";"0,00";"375,13"
"110247000012024OB000002";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"26663,81"
"110247000012024OB000003";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"10253,96"
"110247000012024OB000004";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"41732,64"
"110247000012024OB000005";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"945,95"
"110247000012024OB000006";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"6403,14"
"110247000012024OB000007";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"46157,40"
"110247000012024OB000008";"110247000012023NE000001";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"1616,67"
"110247000012024OB000008";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"78,36"
"110247000012024OB000009";"110247000012023NE000001";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"6595,74"
"110247000012024OB000010";"110247000012023NE000001";"31901105";"INCORPORACOES";"0,00";"0,00";"0,00";"2135,09"
"110247000012024OB000010";"110247000012023NE000001";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"12115,00"
"110247000012024OB000010";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"2413,30"
"110247000012024OB000010";"110247000012023NE000001";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"2982,10"
"110247000012024OB000010";"110247000012023NE000001";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"317,59"
"110247000012024OB000011";"110247000012023NE000009";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"9013,07"
"110247000012024OB000011";"110247000012023NE000008";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"98868,50"
"110247000012024OB000011";"110247000012023NE000010";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"5905,87"
"110247000012024OB000012";"110247000012023NE000008";"31909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"12639,48"
"110247000012024OB000012";"110247000012023NE000009";"33909601";"PESSOAL REQUISITADO DE OUTROS ORGAOS DA APF";"0,00";"0,00";"0,00";"1896,83"
"110247000012024OB000013";"110247000012023NE000007";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"10910,78"
"110247000012024OB000014";"110247000012023NE000001";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"1320,00"
"110247000012024OB000015";"110247000012023NE000014";"33909303";"AJUDA DE CUSTO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"14631,29"
"110247000012024OB000016";"110247000012023NE000001";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"183,01"
"110402000012024OB000001";"110402000012023NE000156";"33903978";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"8108,43"
"110402000012024OB000002";"110402000012023NE000334";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"152,00"
"110402000012024OB000002";"110402000012023NE000334";"33909312";"RESSARCIMENTO DE PRESTACAO DE SERVICOS";"0,00";"0,00";"0,00";"412,00"
"110402000012024OB000003";"110402000012023NE000156";"33903978";"LIMPEZA E CONSERVACAO";"0,00";"0,00";"0,00";"50651,49"
"110404000012024OB000002";"110404000012023NE000028";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"2063063,50"
"110404000012024OB000002";"110404000012023NE000029";"31901231";"GRATIFICACAO DE EXERCICIOS DE CARGOS.";"0,00";"0,00";"0,00";"717740,20"
"110404000012024OB000002";"110404000012023NE000086";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"93359,96"
