"Código Liquidação";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Liquidado (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"155001152752024NS001308";"155001152752023NE034578";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001308";"155001152752023NE034569";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001308";"155001152752023NE033179";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001309";"155001152752023NE035459";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001309";"155001152752023NE033874";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001310";"155001152752023NE035467";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001310";"155001152752023NE026485";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001311";"155001152752023NE025226";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001312";"155001152752023NE035752";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001313";"155001152752023NE034740";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001314";"155001152752023NE035546";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001314";"155001152752023NE035172";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001315";"155001152752023NE034702";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001315";"155001152752023NE034381";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001316";"155001152752023NE031181";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001317";"155001152752023NE034578";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001318";"155001152752023NE034578";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001319";"155001152752023NE028929";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001320";"155001152752023NE034702";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001321";"155001152752023NE034702";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001321";"155001152752023NE033942";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001322";"155001152752023NE035442";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001322";"155001152752023NE034577";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001322";"155001152752023NE034108";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001322";"155001152752023NE029169";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001322";"155001152752023NE027052";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001323";"155001152752023NE033878";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001323";"155001152752023NE026165";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001324";"155001152752023NE028723";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001324";"155001152752023NE026464";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001324";"155001152752023NE022058";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001325";"155001152752023NE028787";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001326";"155001152752023NE028064";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001327";"155001152752023NE032775";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001328";"155001152752023NE035380";"33903023";"UNIFORMES, TECIDOS E AVIAMENTOS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001329";"155001152752023NE035257";"33903025";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001330";"155001152752023NE035258";"33903025";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001330";"155001152752023NE033340";"33903025";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001331";"155001152752023NE033276";"33903023";"UNIFORMES, TECIDOS E AVIAMENTOS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001332";"155001152752023NE035376";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001333";"155001152752023NE035542";"33903024";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001334";"155001152752023NE030425";"33903023";"UNIFORMES, TECIDOS E AVIAMENTOS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001335";"155001152752023NE034314";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001336";"155001152752023NE035146";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001337";"155001152752023NE032588";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001338";"155001152752023NE034024";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001339";"155001152752023NE032637";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001340";"155001152752023NE032746";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001341";"155001152752023NE035355";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001342";"155001152752023NE035692";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001342";"155001152752023NE033589";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001343";"155001152752023NE031344";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001344";"155001152752023NE033323";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001345";"155001152752023NE033323";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001346";"155001152752023NE035329";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001347";"155001152752023NE034178";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001348";"155001152752023NE034166";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001349";"155001152752023NE034316";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001350";"155001152752023NE034346";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001350";"155001152752023NE034316";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001351";"155001152752023NE034721";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001352";"155001152752023NE034154";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001353";"155001152752023NE034804";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001353";"155001152752023NE033921";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001354";"155001152752023NE030479";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001355";"155001152752023NE032588";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001356";"155001152752023NE035562";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001364";"155001152752023NE035566";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001365";"155001152752023NE029190";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001366";"155001152752023NE035329";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001366";"155001152752023NE031324";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001367";"155001152752023NE025787";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001377";"155001152752023NE035667";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001378";"155001152752023NE035638";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001379";"155001152752023NE035669";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001380";"155001152752023NE035668";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001381";"155001152752023NE035546";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001381";"155001152752023NE035328";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001382";"155001152752023NE035573";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001383";"155001152752023NE032050";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001384";"155001152752023NE030290";"33903025";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001385";"155001152752023NE031146";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001386";"155001152752023NE035308";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001387";"155001152752023NE029731";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001388";"155001152752023NE035572";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001389";"155001152752023NE035247";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001390";"155001152752023NE029691";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001391";"155001152752023NE035537";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001392";"155001152752023NE035698";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001392";"155001152752023NE035356";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001392";"155001152752023NE035285";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001392";"155001152752023NE032433";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001393";"155001152752023NE032535";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001713";"155001152752023NE035197";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001713";"155001152752023NE034801";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001714";"155001152752023NE034543";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001715";"155001152752023NE028921";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001716";"155001152752023NE031097";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001717";"155001152752023NE034751";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001718";"155001152752023NE031819";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001719";"155001152752023NE032529";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001719";"155001152752023NE031089";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001720";"155001152752023NE032529";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001721";"155001152752023NE034372";"33903014";"MATERIAL EDUCATIVO E ESPORTIVO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001722";"155001152752023NE028977";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001723";"155001152752023NE034102";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001724";"155001152752023NE031097";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001725";"155001152752023NE032909";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001726";"155001152752023NE035356";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001726";"155001152752023NE032433";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001727";"155001152752023NE035240";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001728";"155001152752023NE034813";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001729";"155001152752023NE032856";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001729";"155001152752023NE032147";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001730";"155001152752023NE033887";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001730";"155001152752023NE032856";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001731";"155001152752023NE033888";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001732";"155001152752023NE030828";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001733";"155001152752023NE035665";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001734";"155001152752023NE034285";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001735";"155001152752023NE031370";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001736";"155001152752023NE031343";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001736";"155001152752023NE029094";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001737";"155001152752023NE033491";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001737";"155001152752023NE031343";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001738";"155001152752023NE033491";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001739";"155001152752023NE033888";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001740";"155001152752023NE034383";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001741";"155001152752023NE033734";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001741";"155001152752023NE031357";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001742";"155001152752023NE035568";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001743";"155001152752023NE032090";"33903017";"MATERIAL DE TIC - MATERIAL DE CONSUMO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001744";"155001152752023NE035202";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001745";"155001152752023NE034024";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001746";"155001152752023NE024289";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001747";"155001152752023NE034702";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001748";"155001152752023NE034744";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001749";"155001152752023NE034298";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001750";"155001152752023NE034004";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001751";"155001152752023NE034868";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001752";"155001152752023NE032763";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001753";"155001152752024NE000078";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"1350,00";"0,00";"0,00";"0,00"
"155001152752024NS001754";"155001152752023NE033033";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001755";"155001152752023NE035573";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001755";"155001152752023NE033519";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001756";"155001152752023NE034491";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001756";"155001152752023NE032146";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001757";"155001152752023NE034153";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001758";"155001152752023NE035701";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001759";"155001152752023NE029255";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001760";"155001152752023NE032102";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001760";"155001152752023NE032101";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001760";"155001152752023NE031605";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001761";"155001152752023NE035088";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001762";"155001152752023NE030020";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001763";"155001152752023NE034077";"33903004";"GAS E OUTROS MATERIAIS ENGARRAFADOS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001764";"155001152752023NE033199";"33903042";"FERRAMENTAS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001765";"155001152752023NE033700";"33903042";"FERRAMENTAS";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001766";"155001152752023NE035528";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001767";"155001152752023NE035528";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001768";"155001152752023NE034323";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001769";"155001152752023NE034443";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001770";"155001152752023NE035205";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001771";"155001152752023NE035137";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001772";"155001152752023NE035205";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001773";"155001152752023NE034524";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001774";"155001152752023NE035137";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001775";"155001152752023NE029010";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001776";"155001152752023NE034010";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001778";"155001152752023NE034092";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001779";"155001152752023NE034092";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001780";"155001152752023NE033734";"33903028";"MATERIAL DE PROTECAO E SEGURANCA";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001781";"155001152752023NE035255";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001782";"155001152752023NE035251";"33903019";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"0,00";"0,00";"0,00";"0,00"
"155001152752024NS001783";"155001152752023NE035252";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
